"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20220622","경의선","공덕","4071","3587","20220625",""
"20220622","경의선","효창공원앞","3313","3726","20220625",""
"20220622","중앙선","도심","2697","2117","20220625",""
"20220622","중앙선","팔당","1001","1041","20220625",""
"20220622","중앙선","운길산","894","878","20220625",""
"20220622","경의선","신촌","1022","1349","20220625",""
"20220622","경의선","서울역","5007","6437","20220625",""
"20220622","경원선","소요산","2768","2372","20220625",""
"20220622","경원선","동두천","2953","3177","20220625",""
"20220622","경원선","보산","1642","1527","20220625",""
"20220622","경원선","동두천중앙","3460","3318","20220625",""
"20220622","경원선","지행","7180","7106","20220625",""
"20220622","경원선","덕정","6193","6050","20220625",""
"20220622","경원선","덕계","3855","3372","20220625",""
"20220622","경원선","양주","8525","7974","20220625",""
"20220622","경원선","녹양","5052","4735","20220625",""
"20220622","경원선","가능","7355","7149","20220625",""
"20220622","경원선","의정부","19807","20395","20220625",""
"20220622","경원선","회룡","13918","13916","20220625",""
"20220622","경원선","망월사","8580","8772","20220625",""
"20220622","경원선","도봉산","8240","5370","20220625",""
"20220622","경원선","도봉","6503","6228","20220625",""
"20220622","경원선","방학","10817","10666","20220625",""
"20220622","경원선","녹천","5169","4253","20220625",""
"20220622","경원선","월계","8058","7524","20220625",""
"20220622","경원선","광운대","8367","8098","20220625",""
"20220622","경원선","석계","8764","9597","20220625",""
"20220622","중앙선","양수","2267","2220","20220625",""
"20220622","중앙선","신원","238","217","20220625",""
"20220622","중앙선","국수","868","856","20220625",""
"20220622","중앙선","아신","638","613","20220625",""
"20220622","중앙선","오빈","370","383","20220625",""
"20220622","중앙선","양평","3046","2978","20220625",""
"20220622","중앙선","원덕","420","434","20220625",""
"20220622","경원선","신이문","9234","8497","20220625",""
"20220622","경원선","외대앞","8412","8176","20220625",""
"20220622","경원선","청량리(서울시립대입구)","16538","16925","20220625",""
"20220622","경원선","왕십리(성동구청)","15927","17526","20220625",""
"20220622","경원선","응봉","2131","1807","20220625",""
"20220622","경원선","옥수","61","32","20220625",""
"20220622","경원선","한남","4510","4221","20220625",""
"20220622","경원선","서빙고","2560","2415","20220625",""
"20220622","경원선","이촌(국립중앙박물관)","4496","3371","20220625",""
"20220622","경부선","광명","3900","3363","20220625",""
"20220622","경부선","서동탄","1619","1373","20220625",""
"20220622","경부선","당정","7005","6666","20220625",""
"20220622","중앙선","용문","2150","2126","20220625",""
"20220622","중앙선","지평","74","85","20220625",""
"20220622","경부선","천안","5622","5702","20220625",""
"20220622","경부선","두정","6150","6054","20220625",""
"20220622","경부선","직산","866","899","20220625",""
"20220622","경부선","성환","3504","3517","20220625",""
"20220622","경부선","평택","12114","12183","20220625",""
"20220622","경부선","평택지제","3987","3913","20220625",""
"20220622","경부선","서정리","7446","7121","20220625",""
"20220622","경부선","송탄","4465","4322","20220625",""
"20220622","경부선","진위","2023","1902","20220625",""
"20220622","경부선","오산","10051","9912","20220625",""
"20220622","경부선","오산대","3952","3724","20220625",""
"20220622","경부선","세마","3220","3061","20220625",""
"20220622","경부선","병점","15846","15864","20220625",""
"20220622","경부선","세류","3346","3025","20220625",""
"20220622","경부선","독산","20182","20842","20220625",""
"20220622","경부선","수원","37082","39513","20220625",""
"20220622","경부선","화서","9088","8768","20220625",""
"20220622","경부선","성균관대","15268","15020","20220625",""
"20220622","경부선","의왕","9868","9811","20220625",""
"20220622","경부선","군포","8313","7985","20220625",""
"20220622","경부선","금정","29212","29270","20220625",""
"20220622","경부선","명학","10007","9955","20220625",""
"20220622","경부선","안양","25952","25491","20220625",""
"20220622","경부선","관악","8033","7563","20220625",""
"20220622","경부선","석수","10491","9286","20220625",""
"20220622","경부선","금천구청","12838","12716","20220625",""
"20220622","경부선","가산디지털단지","20192","23181","20220625",""
"20220622","경부선","구로","20025","20799","20220625",""
"20220622","경부선","신길","10092","8850","20220625",""
"20220622","경부선","신도림","4628","4769","20220625",""
"20220622","경부선","영등포","40834","42128","20220625",""
"20220622","경부선","대방","12803","13495","20220625",""
"20220622","경부선","노량진","8761","8645","20220625",""
"20220622","경부선","용산","39192","40264","20220625",""
"20220622","경부선","남영","10472","10786","20220625",""
"20220622","경부선","서울역","7321","2326","20220625",""
"20220622","경강선","여주","2797","2747","20220625",""
"20220622","경강선","세종대왕릉","377","374","20220625",""
"20220622","경강선","부발","2230","2194","20220625",""
"20220622","경강선","이천","2742","2910","20220625",""
"20220622","경강선","신둔도예촌","1807","1604","20220625",""
"20220622","경강선","곤지암","2555","2605","20220625",""
"20220622","경강선","초월","3649","3329","20220625",""
"20220622","경강선","경기광주","8757","8222","20220625",""
"20220622","경강선","삼동","2744","2453","20220625",""
"20220622","경강선","이매","1252","1132","20220625",""
"20220622","경강선","판교","5652","5666","20220625",""
"20220622","9호선2~3단계","중앙보훈병원","12377","11022","20220625",""
"20220622","9호선2~3단계","둔촌오륜","1268","1205","20220625",""
"20220622","9호선2~3단계","올림픽공원(한국체대)","7954","8164","20220625",""
"20220622","9호선2~3단계","한성백제","2945","2642","20220625",""
"20220622","9호선2~3단계","송파나루","5622","6076","20220625",""
"20220622","9호선2~3단계","석촌","9533","8452","20220625",""
"20220622","9호선2~3단계","석촌고분","6875","6721","20220625",""
"20220622","9호선2~3단계","삼전","7617","7183","20220625",""
"20220622","9호선2~3단계","종합운동장","4706","4757","20220625",""
"20220622","9호선2~3단계","봉은사","20235","20586","20220625",""
"20220622","9호선2~3단계","삼성중앙","8017","8513","20220625",""
"20220622","9호선2~3단계","선정릉","11343","12461","20220625",""
"20220622","9호선2~3단계","언주","11887","12201","20220625",""
"20220622","9호선","신논현","33814","33333","20220625",""
"20220622","9호선","사평","4175","4069","20220625",""
"20220622","9호선","고속터미널","14559","18171","20220625",""
"20220622","9호선","신반포","4192","4158","20220625",""
"20220622","9호선","구반포","1437","1454","20220625",""
"20220622","9호선","동작(현충원)","2587","2056","20220625",""
"20220622","9호선","흑석(중앙대입구)","9466","9623","20220625",""
"20220622","9호선","노들","5153","4208","20220625",""
"20220622","9호선","노량진","27500","26772","20220625",""
"20220622","9호선","샛강","7085","7227","20220625",""
"20220622","9호선","여의도","31860","31292","20220625",""
"20220622","9호선","국회의사당","17979","18873","20220625",""
"20220622","9호선","당산","20381","20789","20220625",""
"20220622","9호선","선유도","9941","9479","20220625",""
"20220622","9호선","신목동","5013","4317","20220625",""
"20220622","9호선","염창","19050","18582","20220625",""
"20220622","9호선","등촌","12614","11874","20220625",""
"20220622","9호선","증미","8212","7920","20220625",""
"20220622","9호선","가양","22791","22126","20220625",""
"20220622","9호선","양천향교","10773","11104","20220625",""
"20220622","9호선","마곡나루(서울식물원)","13728","13669","20220625",""
"20220622","9호선","신방화","7506","7273","20220625",""
"20220622","9호선","공항시장","3219","3453","20220625",""
"20220622","9호선","김포공항","7968","12959","20220625",""
"20220622","9호선","개화","2972","2041","20220625",""
"20220622","8호선","남위례","6112","6195","20220625",""
"20220622","8호선","모란","4818","3765","20220625",""
"20220622","8호선","수진","5776","5376","20220625",""
"20220622","8호선","신흥","4444","4799","20220625",""
"20220622","8호선","단대오거리","11941","11501","20220625",""
"20220622","8호선","남한산성입구(성남법원.검찰청)","15245","14078","20220625",""
"20220622","8호선","산성","5869","5762","20220625",""
"20220622","8호선","복정","10288","8620","20220625",""
"20220622","8호선","장지","18830","18110","20220625",""
"20220622","8호선","문정","23552","25095","20220625",""
"20220622","8호선","가락시장","8346","9276","20220625",""
"20220622","8호선","송파","9199","9198","20220625",""
"20220622","8호선","석촌","8307","9424","20220625",""
"20220622","8호선","잠실(송파구청)","15088","18254","20220625",""
"20220622","8호선","몽촌토성(평화의문)","6679","6801","20220625",""
"20220622","8호선","강동구청","11382","11631","20220625",""
"20220622","8호선","천호(풍납토성)","15616","17940","20220625",""
"20220622","8호선","암사","20882","18060","20220625",""
"20220622","7호선","온수(성공회대입구)","11120","10088","20220625",""
"20220622","7호선","천왕","12596","12172","20220625",""
"20220622","7호선","광명사거리","23290","22879","20220625",""
"20220622","7호선","철산","22854","23192","20220625",""
"20220622","7호선","가산디지털단지","48797","49193","20220625",""
"20220622","7호선","남구로","16864","18058","20220625",""
"20220622","7호선","대림(구로구청)","8319","8372","20220625",""
"20220622","7호선","신풍","12656","12094","20220625",""
"20220622","7호선","보라매","8787","8924","20220625",""
"20220622","7호선","신대방삼거리","16738","15848","20220625",""
"20220622","7호선","장승배기","9868","9672","20220625",""
"20220622","7호선","상도","12312","11792","20220625",""
"20220622","7호선","숭실대입구(살피재)","13596","13689","20220625",""
"20220622","7호선","남성","12149","11145","20220625",""
"20220622","7호선","이수","17639","17053","20220625",""
"20220622","7호선","내방","15949","16474","20220625",""
"20220622","7호선","고속터미널","17218","14862","20220625",""
"20220622","7호선","반포","6532","6408","20220625",""
"20220622","7호선","논현","21089","22206","20220625",""
"20220622","7호선","학동","26856","28572","20220625",""
"20220622","7호선","강남구청","18176","20317","20220625",""
"20220622","7호선","청담","21352","24257","20220625",""
"20220622","7호선","뚝섬유원지","10811","10209","20220625",""
"20220622","7호선","건대입구","13863","14359","20220625",""
"20220622","7호선","어린이대공원(세종대)","14722","14367","20220625",""
"20220622","7호선","군자(능동)","16267","12746","20220625",""
"20220622","7호선","중곡","12152","11181","20220625",""
"20220622","7호선","용마산(용마폭포공원)","6391","6215","20220625",""
"20220622","7호선","사가정","17145","16971","20220625",""
"20220622","7호선","면목","16001","15442","20220625",""
"20220622","7호선","상봉(시외버스터미널)","17881","17063","20220625",""
"20220622","7호선","중화","11436","11169","20220625",""
"20220622","7호선","먹골","10742","10655","20220625",""
"20220622","7호선","태릉입구","9208","8598","20220625",""
"20220622","7호선","공릉(서울과학기술대)","12809","12539","20220625",""
"20220622","7호선","하계","19517","18658","20220625",""
"20220622","7호선","중계","16001","14493","20220625",""
"20220622","7호선","노원","20535","21884","20220625",""
"20220622","7호선","마들","14280","13288","20220625",""
"20220622","7호선","수락산","13702","13414","20220625",""
"20220622","7호선","도봉산","9862","11401","20220625",""
"20220622","7호선","장암","2374","920","20220625",""
"20220622","6호선","봉화산(서울의료원)","9636","9008","20220625",""
"20220622","6호선","화랑대(서울여대입구)","12729","9750","20220625",""
"20220622","6호선","태릉입구","5947","6412","20220625",""
"20220622","6호선","석계","13123","13559","20220625",""
"20220622","6호선","돌곶이","10073","9284","20220625",""
"20220622","6호선","상월곡(한국과학기술연구원)","6748","6107","20220625",""
"20220622","6호선","월곡(동덕여대)","12492","12170","20220625",""
"20220622","6호선","고려대(종암)","9055","8756","20220625",""
"20220622","6호선","안암(고대병원앞)","12753","12416","20220625",""
"20220622","6호선","보문","8273","7584","20220625",""
"20220622","6호선","창신","3865","3117","20220625",""
"20220622","6호선","동묘앞","8247","8470","20220625",""
"20220622","6호선","신당","8522","9037","20220625",""
"20220622","6호선","청구","3962","4224","20220625",""
"20220622","6호선","약수","3964","3998","20220625",""
"20220622","6호선","버티고개","2340","2243","20220625",""
"20220622","6호선","한강진","9092","10608","20220625",""
"20220622","6호선","이태원","11640","12508","20220625",""
"20220622","6호선","녹사평(용산구청)","5682","5706","20220625",""
"20220622","6호선","삼각지","8252","6969","20220625",""
"20220622","6호선","효창공원앞","7990","7201","20220625",""
"20220622","6호선","공덕","20511","19786","20220625",""
"20220622","6호선","대흥(서강대앞)","9516","9642","20220625",""
"20220622","6호선","광흥창(서강)","10217","9979","20220625",""
"20220622","6호선","상수","9182","10550","20220625",""
"20220622","6호선","합정","14471","14161","20220625",""
"20220622","6호선","망원","15035","16029","20220625",""
"20220622","6호선","마포구청","15571","13963","20220625",""
"20220622","6호선","월드컵경기장(성산)","8404","9274","20220625",""
"20220622","6호선","디지털미디어시티","15965","17646","20220625",""
"20220622","6호선","증산(명지대앞)","10938","10697","20220625",""
"20220622","6호선","새절(신사)","13736","12560","20220625",""
"20220622","6호선","구산","8429","6183","20220625",""
"20220622","6호선","독바위","2944","3152","20220625",""
"20220622","6호선","불광","4740","4848","20220625",""
"20220622","6호선","역촌","4106","4918","20220625",""
"20220622","6호선","응암","19133","18690","20220625",""
"20220622","5호선","하남검단산","6462","6152","20220625",""
"20220622","5호선","하남시청(덕풍·신장)","7560","7442","20220625",""
"20220622","5호선","하남풍산","4569","4461","20220625",""
"20220622","5호선","미사","18206","18191","20220625",""
"20220622","5호선","강일","5027","4828","20220625",""
"20220622","5호선","마천","8175","7751","20220625",""
"20220622","5호선","거여","11335","10812","20220625",""
"20220622","5호선","개롱","7071","7208","20220625",""
"20220622","5호선","오금","4157","4186","20220625",""
"20220622","5호선","방이","7670","7959","20220625",""
"20220622","5호선","올림픽공원(한국체대)","5208","4630","20220625",""
"20220622","5호선","둔촌동","8893","8772","20220625",""
"20220622","5호선","상일동","16375","14843","20220625",""
"20220622","5호선","고덕","10784","10536","20220625",""
"20220622","5호선","명일","9810","10223","20220625",""
"20220622","5호선","굽은다리(강동구민회관앞)","10956","10491","20220625",""
"20220622","5호선","길동","8595","8903","20220625",""
"20220622","5호선","강동","19918","19245","20220625",""
"20220622","5호선","천호(풍납토성)","19291","19439","20220625",""
"20220622","5호선","광나루(장신대)","14651","13186","20220625",""
"20220622","5호선","아차산(어린이대공원후문)","15708","15184","20220625",""
"20220622","5호선","군자(능동)","12266","13507","20220625",""
"20220622","5호선","장한평","20230","19989","20220625",""
"20220622","5호선","답십리","17187","15473","20220625",""
"20220622","5호선","마장","5998","5652","20220625",""
"20220622","5호선","왕십리(성동구청)","4908","5642","20220625",""
"20220622","5호선","행당","8907","7795","20220625",""
"20220622","5호선","신금호","7190","7387","20220625",""
"20220622","5호선","청구","4350","4011","20220625",""
"20220622","5호선","동대문역사문화공원(DDP)","3179","3775","20220625",""
"20220622","5호선","을지로4가","6789","7069","20220625",""
"20220622","5호선","종로3가","14731","14268","20220625",""
"20220622","5호선","광화문(세종문화회관)","35329","37557","20220625",""
"20220622","5호선","서대문","21208","21592","20220625",""
"20220622","5호선","충정로(경기대입구)","5000","5091","20220625",""
"20220622","5호선","애오개","7431","7407","20220625",""
"20220622","5호선","공덕","16157","17194","20220625",""
"20220622","5호선","마포","16081","16339","20220625",""
"20220622","5호선","여의나루","13605","14789","20220625",""
"20220622","5호선","여의도","31044","33973","20220625",""
"20220622","5호선","신길","4572","4828","20220625",""
"20220622","5호선","영등포시장","11067","11476","20220625",""
"20220622","5호선","영등포구청","4441","4465","20220625",""
"20220622","5호선","양평","8117","8007","20220625",""
"20220622","5호선","오목교(목동운동장앞)","23437","25234","20220625",""
"20220622","5호선","목동","18711","19718","20220625",""
"20220622","5호선","신정(은행정)","15320","12386","20220625",""
"20220622","5호선","까치산","31256","29547","20220625",""
"20220622","5호선","화곡","30826","28347","20220625",""
"20220622","5호선","우장산","16122","15665","20220625",""
"20220622","5호선","발산","22826","23920","20220625",""
"20220622","5호선","마곡","11704","11754","20220625",""
"20220622","5호선","송정","7040","6479","20220625",""
"20220622","5호선","김포공항","7904","7846","20220625",""
"20220622","5호선","개화산","6200","6017","20220625",""
"20220622","5호선","방화","7516","7174","20220625",""
"20220622","4호선","남태령","1398","1209","20220625",""
"20220622","4호선","사당","27676","23563","20220625",""
"20220622","4호선","총신대입구(이수)","20567","22263","20220625",""
"20220622","4호선","동작(현충원)","1968","2202","20220625",""
"20220622","4호선","이촌(국립중앙박물관)","9762","10868","20220625",""
"20220622","4호선","신용산","19333","20760","20220625",""
"20220622","4호선","삼각지","5833","6575","20220625",""
"20220622","4호선","숙대입구(갈월)","14888","14246","20220625",""
"20220622","4호선","서울역","12891","19491","20220625",""
"20220622","4호선","회현(남대문시장)","26931","28303","20220625",""
"20220622","4호선","명동","21685","22637","20220625",""
"20220622","4호선","충무로","29077","30706","20220625",""
"20220622","4호선","동대문역사문화공원(DDP)","16584","14834","20220625",""
"20220622","4호선","동대문","21467","21958","20220625",""
"20220622","4호선","혜화","35028","35568","20220625",""
"20220622","4호선","한성대입구(삼선교)","14191","13925","20220625",""
"20220622","4호선","성신여대입구(돈암)","22067","20994","20220625",""
"20220622","4호선","길음","22575","22044","20220625",""
"20220622","4호선","미아사거리","29054","28191","20220625",""
"20220622","4호선","미아(서울사이버대학)","16145","15561","20220625",""
"20220622","4호선","수유(강북구청)","35984","35897","20220625",""
"20220622","4호선","쌍문","31034","28496","20220625",""
"20220622","4호선","창동","27701","28807","20220625",""
"20220622","4호선","노원","19579","22430","20220625",""
"20220622","4호선","상계","20657","19352","20220625",""
"20220622","4호선","당고개","9519","8400","20220625",""
"20220622","3호선","오금","6817","6154","20220625",""
"20220622","3호선","경찰병원","8073","7989","20220625",""
"20220622","3호선","가락시장","9974","9707","20220625",""
"20220622","3호선","수서","18364","18848","20220625",""
"20220622","3호선","일원","11962","11330","20220625",""
"20220622","3호선","대청","11842","10840","20220625",""
"20220622","3호선","학여울","2283","2291","20220625",""
"20220622","3호선","대치","11844","12017","20220625",""
"20220622","3호선","도곡","5878","6005","20220625",""
"20220622","3호선","매봉","14176","13530","20220625",""
"20220622","3호선","양재(서초구청)","41226","45459","20220625",""
"20220622","3호선","남부터미널(예술의전당)","31567","31839","20220625",""
"20220622","3호선","교대(법원.검찰청)","16658","10531","20220625",""
"20220622","3호선","고속터미널","44849","42319","20220625",""
"20220622","3호선","잠원","5351","5175","20220625",""
"20220622","3호선","신사","31404","33095","20220625",""
"20220622","3호선","압구정","34809","37232","20220625",""
"20220622","3호선","옥수","9867","10128","20220625",""
"20220622","3호선","금호","8704","7871","20220625",""
"20220622","3호선","약수","14228","13777","20220625",""
"20220622","3호선","동대입구","8276","8894","20220625",""
"20220622","3호선","충무로","2","0","20220625",""
"20220622","3호선","을지로3가","12060","12344","20220625",""
"20220622","3호선","종로3가","10986","12652","20220625",""
"20220622","3호선","안국","26067","26518","20220625",""
"20220622","3호선","경복궁(정부서울청사)","26707","28111","20220625",""
"20220622","3호선","독립문","7668","7753","20220625",""
"20220622","3호선","무악재","4466","4383","20220625",""
"20220622","3호선","홍제","18870","17671","20220625",""
"20220622","3호선","녹번","16856","15051","20220625",""
"20220622","3호선","불광","17328","18403","20220625",""
"20220622","3호선","연신내","39248","36990","20220625",""
"20220622","3호선","구파발","22809","22409","20220625",""
"20220622","3호선","지축","5788","5506","20220625",""
"20220622","2호선","용두(동대문구청)","2459","2582","20220625",""
"20220622","2호선","신정네거리","11193","11443","20220625",""
"20220622","2호선","양천구청","7702","7926","20220625",""
"20220622","2호선","도림천","1468","1520","20220625",""
"20220622","2호선","신설동","3578","3506","20220625",""
"20220622","2호선","신답","1868","2067","20220625",""
"20220622","2호선","용답","2991","2803","20220625",""
"20220622","2호선","충정로(경기대입구)","10745","11408","20220625",""
"20220622","2호선","아현","11511","10837","20220625",""
"20220622","2호선","이대","15103","15703","20220625",""
"20220622","2호선","신촌","37247","38293","20220625",""
"20220622","2호선","홍대입구","61145","65560","20220625",""
"20220622","2호선","합정","33140","35819","20220625",""
"20220622","2호선","당산","20234","23663","20220625",""
"20220622","2호선","영등포구청","23914","24969","20220625",""
"20220622","2호선","문래","24338","24836","20220625",""
"20220622","2호선","신도림","51699","51725","20220625",""
"20220622","2호선","대림(구로구청)","25406","25959","20220625",""
"20220622","2호선","구로디지털단지","64374","64620","20220625",""
"20220622","2호선","신대방","27604","26993","20220625",""
"20220622","2호선","신림","62842","60691","20220625",""
"20220622","2호선","봉천","26093","23843","20220625",""
"20220622","2호선","서울대입구(관악구청)","50325","49832","20220625",""
"20220622","2호선","낙성대(강감찬)","29930","29177","20220625",""
"20220622","2호선","사당","41835","46068","20220625",""
"20220622","2호선","방배","17925","18579","20220625",""
"20220622","2호선","서초","24885","24251","20220625",""
"20220622","2호선","교대(법원.검찰청)","38051","43273","20220625",""
"20220622","2호선","강남","89898","87747","20220625",""
"20220622","2호선","역삼","58711","66893","20220625",""
"20220622","2호선","선릉","64365","56685","20220625",""
"20220622","2호선","삼성(무역센터)","59578","60667","20220625",""
"20220622","2호선","종합운동장","12224","13528","20220625",""
"20220622","2호선","잠실새내","23342","23132","20220625",""
"20220622","2호선","잠실(송파구청)","77400","76460","20220625",""
"20220622","2호선","잠실나루","16458","16010","20220625",""
"20220622","2호선","강변(동서울터미널)","33604","31258","20220625",""
"20220622","2호선","구의(광진구청)","25468","25114","20220625",""
"20220622","2호선","건대입구","37861","40933","20220625",""
"20220622","2호선","성수","40980","44774","20220625",""
"20220622","2호선","뚝섬","24722","26615","20220625",""
"20220622","2호선","한양대","8642","9382","20220625",""
"20220622","2호선","왕십리(성동구청)","17998","15155","20220625",""
"20220622","2호선","상왕십리","15510","15207","20220625",""
"20220622","2호선","신당","15109","15471","20220625",""
"20220622","2호선","동대문역사문화공원(DDP)","13420","15428","20220625",""
"20220622","2호선","을지로4가","14429","14328","20220625",""
"20220622","2호선","을지로3가","25981","26265","20220625",""
"20220622","2호선","을지로입구","44747","46343","20220625",""
"20220622","2호선","시청","26223","25627","20220625",""
"20220622","1호선","동묘앞","8626","8894","20220625",""
"20220622","1호선","청량리(서울시립대입구)","20966","20982","20220625",""
"20220622","1호선","제기동","18601","18765","20220625",""
"20220622","1호선","신설동","14629","14252","20220625",""
"20220622","1호선","동대문","11535","10889","20220625",""
"20220622","1호선","종로5가","25115","25206","20220625",""
"20220622","1호선","종로3가","27930","25241","20220625",""
"20220622","1호선","종각","40869","40548","20220625",""
"20220622","1호선","시청","25705","26072","20220625",""
"20220622","1호선","서울역","49443","48383","20220625",""
"20220622","과천선","대공원","3257","3490","20220625",""
"20220623","경부선","대방","11661","12896","20220626",""
"20220623","경부선","노량진","7501","7479","20220626",""
"20220623","경부선","용산","39372","39589","20220626",""
"20220623","경부선","남영","9767","10234","20220626",""
"20220623","경부선","서울역","8081","2504","20220626",""
"20220623","경강선","여주","2438","2382","20220626",""
"20220623","경강선","세종대왕릉","341","349","20220626",""
"20220623","경강선","부발","2062","1988","20220626",""
"20220623","경강선","이천","2492","2557","20220626",""
"20220623","경강선","신둔도예촌","1621","1543","20220626",""
"20220623","경강선","곤지암","2334","2258","20220626",""
"20220623","경강선","초월","3308","3166","20220626",""
"20220623","경강선","경기광주","8117","7843","20220626",""
"20220623","경강선","삼동","2558","2396","20220626",""
"20220623","경강선","이매","1179","1057","20220626",""
"20220623","경강선","판교","5461","5329","20220626",""
"20220623","9호선2~3단계","중앙보훈병원","11823","10420","20220626",""
"20220623","9호선2~3단계","둔촌오륜","1271","1154","20220626",""
"20220623","9호선2~3단계","올림픽공원(한국체대)","6188","6195","20220626",""
"20220623","9호선2~3단계","한성백제","2925","2615","20220626",""
"20220623","9호선2~3단계","송파나루","5522","5895","20220626",""
"20220623","9호선2~3단계","석촌","8959","7778","20220626",""
"20220623","9호선2~3단계","석촌고분","6601","6693","20220626",""
"20220623","9호선2~3단계","삼전","7452","7379","20220626",""
"20220623","9호선2~3단계","종합운동장","4645","4556","20220626",""
"20220623","9호선2~3단계","봉은사","21491","21635","20220626",""
"20220623","9호선2~3단계","삼성중앙","8426","8670","20220626",""
"20220623","9호선2~3단계","선정릉","10388","11847","20220626",""
"20220623","9호선2~3단계","언주","12267","12225","20220626",""
"20220623","9호선","신논현","31644","31540","20220626",""
"20220623","9호선","사평","4205","4216","20220626",""
"20220623","9호선","고속터미널","13014","17194","20220626",""
"20220623","9호선","신반포","4025","4114","20220626",""
"20220623","9호선","구반포","1323","1297","20220626",""
"20220623","9호선","동작(현충원)","2168","1913","20220626",""
"20220623","9호선","흑석(중앙대입구)","8544","8857","20220626",""
"20220623","9호선","노들","4764","4187","20220626",""
"20220623","9호선","노량진","26007","24945","20220626",""
"20220623","9호선","샛강","7380","6875","20220626",""
"20220623","9호선","여의도","32599","30102","20220626",""
"20220623","9호선","국회의사당","19045","18724","20220626",""
"20220623","9호선","당산","19930","19949","20220626",""
"20220623","9호선","선유도","10058","9401","20220626",""
"20220623","9호선","신목동","4614","4070","20220626",""
"20220623","9호선","염창","18314","17634","20220626",""
"20220623","9호선","등촌","11974","11849","20220626",""
"20220623","9호선","증미","8012","7933","20220626",""
"20220623","9호선","가양","21661","21199","20220626",""
"20220623","9호선","양천향교","10671","10987","20220626",""
"20220623","9호선","마곡나루(서울식물원)","13227","12815","20220626",""
"20220623","9호선","신방화","7188","7309","20220626",""
"20220623","9호선","공항시장","3107","3490","20220626",""
"20220623","9호선","김포공항","8440","12597","20220626",""
"20220623","9호선","개화","2728","1963","20220626",""
"20220623","8호선","남위례","5520","5606","20220626",""
"20220623","8호선","모란","4436","3583","20220626",""
"20220623","8호선","수진","5595","5221","20220626",""
"20220623","8호선","신흥","4314","4588","20220626",""
"20220623","8호선","단대오거리","10449","10447","20220626",""
"20220623","8호선","남한산성입구(성남법원.검찰청)","14037","12924","20220626",""
"20220623","8호선","산성","5322","5562","20220626",""
"20220623","8호선","복정","9755","8496","20220626",""
"20220623","8호선","장지","17815","17082","20220626",""
"20220623","8호선","문정","24055","24916","20220626",""
"20220623","8호선","가락시장","8156","8861","20220626",""
"20220623","8호선","송파","9344","9828","20220626",""
"20220623","8호선","석촌","7966","9114","20220626",""
"20220623","8호선","잠실(송파구청)","16247","17918","20220626",""
"20220623","8호선","몽촌토성(평화의문)","6682","6872","20220626",""
"20220623","8호선","강동구청","10961","11580","20220626",""
"20220623","8호선","천호(풍납토성)","14884","16890","20220626",""
"20220623","8호선","암사","19625","17585","20220626",""
"20220623","7호선","온수(성공회대입구)","10458","9594","20220626",""
"20220623","7호선","천왕","11957","11393","20220626",""
"20220623","7호선","광명사거리","21392","21310","20220626",""
"20220623","7호선","철산","21273","21832","20220626",""
"20220623","7호선","가산디지털단지","48887","47839","20220626",""
"20220623","7호선","남구로","16353","17730","20220626",""
"20220623","7호선","대림(구로구청)","7842","7748","20220626",""
"20220623","7호선","신풍","11976","11807","20220626",""
"20220623","7호선","보라매","8406","8363","20220626",""
"20220623","7호선","신대방삼거리","15702","15201","20220626",""
"20220623","7호선","장승배기","9256","9293","20220626",""
"20220623","7호선","상도","11532","11113","20220626",""
"20220623","7호선","숭실대입구(살피재)","12944","13174","20220626",""
"20220623","7호선","남성","11428","10793","20220626",""
"20220623","7호선","이수","16765","16079","20220626",""
"20220623","7호선","내방","15226","15754","20220626",""
"20220623","7호선","고속터미널","16882","14236","20220626",""
"20220623","7호선","반포","6150","6028","20220626",""
"20220623","7호선","논현","19267","21221","20220626",""
"20220623","7호선","학동","25976","27429","20220626",""
"20220623","7호선","강남구청","17881","19824","20220626",""
"20220623","7호선","청담","20555","23777","20220626",""
"20220623","7호선","뚝섬유원지","7434","7320","20220626",""
"20220623","7호선","건대입구","13292","13870","20220626",""
"20220623","7호선","어린이대공원(세종대)","13969","13954","20220626",""
"20220623","7호선","군자(능동)","15378","12313","20220626",""
"20220623","7호선","중곡","11456","10865","20220626",""
"20220623","7호선","용마산(용마폭포공원)","6066","5911","20220626",""
"20220623","7호선","사가정","15976","16005","20220626",""
"20220623","7호선","면목","14867","14870","20220626",""
"20220623","7호선","상봉(시외버스터미널)","17151","15998","20220626",""
"20220623","7호선","중화","10797","10687","20220626",""
"20220623","7호선","먹골","10362","10308","20220626",""
"20220623","7호선","태릉입구","8573","8081","20220626",""
"20220623","7호선","공릉(서울과학기술대)","12041","11997","20220626",""
"20220623","7호선","하계","18110","17355","20220626",""
"20220623","7호선","중계","15189","14198","20220626",""
"20220623","7호선","노원","19595","19812","20220626",""
"20220623","7호선","마들","13268","12989","20220626",""
"20220623","7호선","수락산","12617","12479","20220626",""
"20220623","7호선","도봉산","8815","10106","20220626",""
"20220623","7호선","장암","2188","845","20220626",""
"20220623","6호선","봉화산(서울의료원)","9319","8959","20220626",""
"20220623","6호선","화랑대(서울여대입구)","11877","9338","20220626",""
"20220623","6호선","태릉입구","5665","6038","20220626",""
"20220623","6호선","석계","12507","13404","20220626",""
